 400  22 22000  94  392.25
 800  26 26000  97  795.55
 1200  26 26000  89  731.70
 2000  26 26000  97  812.97
 2000  26 26000  94  795.81
 2000  26 26000  95  807.20
 2000  26 130000  68  717.75
